draw_date,draw_number,winning_number,ストレート口数,ストレート賞金,ボックス口数,ボックス賞金,セット(ストレート)口数,セット(ストレート)賞金,セット(ボックス)口数,セット(ボックス)賞金,ミニ口数,ミニ賞金
2006/6/5,1838,173,203,82000,1075,13600,275,47800,1812,6800,852,8200
2006/6/6,1839,850,92,106200,507,17700,176,61900,1087,8800,799,10600
2006/6/7,1840,795,100,106200,551,17700,179,61900,1045,8800,527,10600
2006/6/8,1841,858,108,94800,370,31600,182,63200,557,15800,530,9400
2006/6/9,1842,640,86,120900,488,20100,184,70500,1109,10000,326,12000
2006/6/12,1843,269,195,74400,1012,12400,385,43400,1622,6200,767,7400
2006/6/13,1844,178,151,69500,648,11500,341,40500,1282,5700,653,6900
2006/6/14,1845,333,538,72100,0,0,0,0,0,0,848,7200
2006/6/15,1846,862,83,94500,679,15700,216,55100,1355,7800,409,9400
2006/6/16,1847,612,212,64800,847,10800,416,37800,1562,5400,400,6400
2006/6/19,1848,696,126,118800,340,39600,184,79200,461,19800,617,11800
2006/6/20,1849,127,237,67900,668,11300,299,39600,1115,5600,671,6700
2006/6/21,1850,691,97,81700,760,13600,237,47600,1647,6800,592,8100
2006/6/22,1851,150,166,104500,469,17400,130,60900,1034,8700,286,10400
2006/6/23,1852,572,174,74400,861,12400,268,43400,1636,6200,471,7400
2006/6/26,1853,420,167,103300,663,17200,271,60200,1159,8600,407,10300
2006/6/27,1854,980,71,129400,451,21500,153,75400,1029,10700,335,12900
2006/6/28,1855,567,111,95400,534,15900,280,55600,880,7900,421,9500
2006/6/29,1856,618,215,64900,691,10800,393,37800,1169,5400,528,6400
2006/6/30,1857,218,151,77700,718,12900,338,45300,1583,6400,406,7700
2006/7/3,1858,878,148,115500,295,38500,211,77000,438,19200,577,11500
2006/7/4,1859,878,122,106800,210,35600,175,71200,371,17800,567,10600
2006/7/5,1860,117,251,62100,309,20700,384,41400,476,10300,416,6200
2006/7/6,1861,095,91,118600,459,19700,190,69100,996,9800,424,11800
2006/7/7,1862,890,134,82800,672,13800,317,48300,1447,6900,479,8200
2006/7/10,1863,236,182,78100,1067,13000,324,45500,1863,6500,618,7800
2006/7/11,1864,926,129,79300,696,13200,277,46200,1395,6600,455,7900
2006/7/12,1865,299,111,100700,275,33500,168,67100,431,16700,656,10000
2006/7/13,1866,675,81,121100,476,20100,138,70600,911,10000,584,12100
2006/7/14,1867,702,192,88100,524,14600,214,51300,1016,7300,580,8800
2006/7/17,1868,733,117,99400,361,33100,165,66200,554,16500,680,9900
2006/7/18,1869,544,118,92200,236,30700,162,61400,364,15300,970,9200
2006/7/19,1870,847,113,106500,456,17700,146,62100,933,8800,476,10600
2006/7/20,1871,973,78,97300,610,16200,208,56700,1227,8100,512,9700
2006/7/21,1872,496,133,79600,654,13200,250,46400,1408,6600,729,7900
2006/7/24,1873,638,393,44200,1300,7300,731,25700,2031,3600,676,4400
2006/7/25,1874,806,85,125800,381,20900,191,73300,750,10400,267,12500
2006/7/26,1875,666,623,64400,0,0,0,0,0,0,606,6400
2006/7/27,1876,129,181,67300,666,11200,334,39200,1301,5600,506,6700
2006/7/28,1877,190,156,71200,743,11800,338,41500,1436,5900,425,7100
2006/7/31,1878,141,100,139000,292,46300,130,92600,516,23100,432,13900
2006/8/1,1879,742,107,80000,847,13300,210,46600,1724,6600,466,8000
2006/8/2,1880,674,111,101600,472,16900,168,59200,911,8400,641,10100
2006/8/3,1881,558,108,95700,302,31900,195,63800,373,15900,530,9500
2006/8/4,1882,914,121,97700,505,16200,238,56900,994,8100,422,9700
2006/8/7,1883,076,69,155700,405,25900,137,90800,933,12900,470,15500
2006/8/8,1884,528,145,72800,744,12100,242,42400,1241,6000,503,7200
2006/8/9,1885,051,67,134200,395,22300,104,78200,845,11100,417,13400
2006/8/10,1886,932,77,99000,538,16500,174,57700,1255,8200,589,9900
2006/8/11,1887,172,82,108800,570,18100,153,63400,1254,9000,359,10800
2006/8/14,1888,370,83,105500,718,17500,173,61500,1421,8700,397,10500
2006/8/15,1889,647,103,104600,437,17400,174,61000,835,8700,482,10400
2006/8/16,1890,269,168,63500,768,10500,381,37000,1398,5200,575,6300
2006/8/17,1891,924,100,85300,578,14200,316,49700,1126,7100,489,8500
2006/8/18,1892,183,108,72500,962,12000,272,42200,1874,6000,688,7200
2006/8/21,1893,856,157,88400,715,14700,302,51500,1298,7300,846,8800
2006/8/22,1894,273,246,59700,704,9900,324,34800,1467,4900,549,5900
2006/8/23,1895,937,100,100900,466,16800,172,58800,1047,8400,618,10000
2006/8/24,1896,656,109,124000,200,41300,135,82600,293,20600,438,12400
2006/8/25,1897,924,132,94200,538,15700,243,54900,1055,7800,547,9400
2006/8/28,1898,321,196,87900,949,14600,239,51200,1449,7300,546,8700
2006/8/29,1899,374,132,75400,601,12500,306,43900,1354,6200,568,7500
2006/8/30,1900,845,213,66400,666,11000,311,38700,1281,5500,610,6600
2006/8/31,1901,535,103,118000,241,39300,160,78600,314,19600,479,11800
2006/9/1,1902,899,79,116100,241,38700,171,77400,332,19300,808,11600
2006/9/4,1903,349,134,97500,897,16200,292,56800,1632,8100,590,9700
2006/9/5,1904,874,165,81900,618,13600,237,47700,1180,6800,602,8100
2006/9/6,1905,104,162,92400,521,15400,255,53900,903,7700,363,9200
2006/9/7,1906,522,139,98500,286,32800,182,65600,438,16400,510,9800
2006/9/8,1907,815,151,80700,643,13400,347,47000,1134,6700,446,8000
2006/9/11,1908,892,126,95600,946,15900,262,55700,1713,7900,606,9500
2006/9/12,1909,859,66,133900,403,22300,144,78100,859,11100,403,13300
2006/9/13,1910,468,161,72600,597,12100,316,42300,1100,6000,733,7200
2006/9/14,1911,062,69,129500,513,21500,130,75500,1110,10700,327,12900
2006/9/15,1912,019,82,109800,731,18300,154,64000,1309,9100,480,10900
2006/9/18,1913,121,191,81600,432,27200,254,54400,531,13600,521,8100
2006/9/19,1914,955,95,117100,211,39000,149,78000,261,19500,657,11700
2006/9/20,1915,918,273,47700,936,7900,550,27800,1715,3900,503,4700
2006/9/21,1916,586,115,100900,616,16800,186,58800,1052,8400,413,10000
2006/9/22,1917,875,167,83200,577,13800,252,48500,1084,6900,822,8300
2006/9/25,1918,402,136,113900,734,18900,243,66400,1114,9400,434,11300
2006/9/26,1919,161,96,139200,192,46400,91,92800,370,23200,303,13900
2006/9/27,1920,898,141,93000,277,31000,198,62000,423,15500,494,9300
2006/9/28,1921,890,167,66100,817,11000,374,38500,1584,5500,610,6600
2006/9/29,1922,448,106,112400,271,37400,218,74900,282,18700,577,11200
2006/10/2,1923,633,202,82100,381,27300,258,54700,539,13600,1414,8200
2006/10/3,1924,461,95,101500,618,16900,205,59200,1202,8400,305,10100
2006/10/4,1925,757,149,87900,354,29300,175,58600,381,14600,716,8700
2006/10/5,1926,924,244,58500,633,9700,456,34100,1021,4800,634,5800
2006/10/6,1927,813,194,56200,994,9300,381,32700,1876,4600,471,5600
2006/10/9,1928,113,277,69900,434,23300,320,46600,431,11600,428,6900
2006/10/10,1929,874,141,78600,529,13100,245,45800,962,6500,660,7800
2006/10/11,1930,402,150,85200,469,14200,281,49700,919,7100,308,8500
2006/10/12,1931,595,102,120800,250,40200,116,80500,335,20100,479,12000
2006/10/13,1932,887,122,105200,256,35000,177,70100,443,17500,669,10500
2006/10/16,1933,559,189,93100,380,31000,278,62000,404,15500,771,9300
2006/10/17,1934,700,110,111700,180,37200,150,74400,263,18600,869,11100
2006/10/18,1935,236,211,61500,715,10200,345,35800,1414,5100,742,6100
2006/10/19,1936,113,188,78700,318,26200,268,52400,376,13100,402,7800
2006/10/20,1937,703,188,81800,465,13600,319,47700,1077,6800,439,8100
2006/10/23,1938,243,129,95300,934,15800,214,55500,1552,7900,618,9500
2006/10/24,1939,286,88,104800,578,17400,177,61100,1066,8700,413,10400
2006/10/25,1940,440,102,119900,217,39900,179,79900,332,19900,407,11900
2006/10/26,1941,483,119,91300,712,15200,242,53200,1144,7600,356,9100
2006/10/27,1942,850,93,127400,482,21200,156,74300,1002,10600,344,12700
2006/10/30,1943,588,224,77900,565,25900,229,51900,812,12900,803,7700
2006/10/31,1944,121,170,81700,352,27200,229,54400,446,13600,535,8100
2006/11/1,1945,855,239,64500,415,21500,271,43000,573,10700,796,6400
2006/11/2,1946,679,169,78400,575,13000,316,45700,1306,6500,596,7800
2006/11/3,1947,303,176,82900,312,27600,216,55200,412,13800,372,8200
2006/11/6,1948,992,167,97000,420,32300,231,64600,504,16100,797,9700
2006/11/7,1949,713,130,86100,563,14300,247,50200,1041,7100,522,8600
2006/11/8,1950,630,135,84200,556,14000,266,49100,1236,7000,415,8400
2006/11/9,1951,663,168,68500,387,22800,261,45600,563,11400,838,6800
2006/11/10,1952,368,178,65700,778,10900,378,38300,1633,5400,490,6500
2006/11/13,1953,972,116,93300,868,15500,232,54400,1809,7700,546,9300
2006/11/14,1954,131,159,69600,420,23200,226,46400,742,11600,437,6900
2006/11/15,1955,861,91,108100,510,18000,188,63000,1086,9000,282,10800
2006/11/16,1956,432,107,102400,579,17000,168,59700,1117,8500,390,10200
2006/11/17,1957,414,166,76300,388,25400,270,50800,528,12700,501,7600
2006/11/20,1958,312,197,69100,1189,11500,343,40300,1619,5700,570,6900
2006/11/21,1959,192,90,107000,552,17800,156,62400,1171,8900,333,10700
2006/11/22,1960,460,65,143300,354,23800,135,83500,809,11900,373,14300
2006/11/23,1961,092,66,124900,357,20800,138,72800,913,10400,268,12400
2006/11/24,1962,395,84,115400,502,19200,185,67300,1158,9600,334,11500
2006/11/27,1963,697,119,127600,503,21200,176,74400,893,10600,603,12700
2006/11/28,1964,359,151,92700,440,15400,230,54000,870,7700,480,9200
2006/11/29,1965,042,115,101300,508,16800,180,59000,1085,8400,497,10100
2006/11/30,1966,826,176,72000,637,12000,311,42000,1206,6000,782,7200
2006/12/1,1967,533,131,84000,362,28000,210,56000,482,14000,1011,8400
2006/12/4,1968,407,135,96700,740,16100,316,56400,1248,8000,544,9600
2006/12/5,1969,675,85,98100,526,16300,211,57200,969,8100,653,9800
2006/12/6,1970,455,101,103400,265,34400,164,68900,344,17200,745,10300
2006/12/7,1971,198,149,64900,769,10800,340,37800,1639,5400,579,6400
2006/12/8,1972,058,80,110300,537,18300,195,64300,1175,9100,529,11000
2006/12/11,1973,719,201,87100,754,14500,326,50800,1288,7200,554,8700
2006/12/12,1974,692,167,63400,841,10500,306,36900,1672,5200,646,6300
2006/12/13,1975,049,69,110100,536,18300,177,64200,1162,9100,363,11000
2006/12/14,1976,555,732,110100,634,18300,177,64200,1162,9100,363,11000
2006/12/15,1977,536,99,98200,720,16300,184,57200,1297,8100,614,9800
2006/12/18,1978,649,149,90500,892,15000,311,52700,1729,7500,406,9000
2006/12/19,1979,808,158,99800,235,33200,216,66500,264,16600,358,9900
2006/12/20,1980,652,76,116900,613,19400,154,68100,1132,9700,425,11600
2006/12/21,1981,778,126,105400,230,35100,188,70200,291,17500,576,10500
2006/12/22,1982,833,132,102400,268,34100,146,68200,404,17000,835,10200
2006/12/25,1983,218,200,76700,987,12700,373,44700,1626,6300,732,7600
2006/12/26,1984,258,143,69000,707,11500,358,40200,1253,5700,519,6900
2006/12/27,1985,824,163,75700,654,12600,313,44100,1201,6300,748,7500
2006/12/28,1986,129,194,73100,614,12100,366,42600,1255,6000,562,7300
2006/12/29,1987,061,62,123600,576,20600,170,72100,1178,10300,601,12300
2007/1/4,1988,090,134,110500,229,36800,226,73600,349,18400,673,11000
2007/1/5,1989,942,93,99400,668,16500,177,57900,1635,8200,506,9900
2007/1/8,1990,726,176,86400,725,14400,332,50400,1257,7200,630,8600
2007/1/9,1991,522,121,98200,278,32700,199,65400,428,16300,557,9800
2007/1/10,1992,949,82,136200,235,45400,143,90800,317,22700,438,13600
2007/1/11,1993,438,119,90100,618,15000,237,52500,1173,7500,710,9000
2007/1/12,1994,305,169,82700,620,13700,299,48200,1061,6800,702,8200
2007/1/15,1995,847,163,102600,747,17100,257,59800,1381,8500,653,10200
2007/1/16,1996,581,136,79800,675,13300,251,46500,1247,6600,926,7900
2007/1/17,1997,908,178,74000,638,12300,336,43100,1248,6100,366,7400
2007/1/18,1998,580,113,115600,507,19200,151,67400,1042,9600,352,11500
2007/1/19,1999,900,111,118700,212,39500,175,79100,327,19700,693,11800
2007/1/22,2000,440,125,135600,313,45200,204,90400,364,22600,361,13500
2007/1/23,2001,325,245,64000,714,10600,343,37300,1196,5300,649,6400
2007/1/24,2002,567,171,84600,560,14100,268,49300,1028,7000,478,8400
2007/1/25,2003,537,164,71000,951,11800,275,41400,1792,5900,480,7100
2007/1/26,2004,810,170,95200,530,15800,247,55500,1127,7900,418,9500
2007/1/29,2005,525,249,90000,409,30000,285,60000,393,15000,620,9000
2007/1/30,2006,574,146,95700,514,15900,181,55800,1146,7900,746,9500
2007/1/31,2007,311,267,47700,807,15900,283,31800,1227,7900,1246,4700
2007/2/1,2008,624,189,69900,823,11600,356,40700,1352,5800,558,6900
2007/2/2,2009,594,252,74800,601,12400,287,43600,1359,6200,553,7400
2007/2/5,2010,412,234,74800,1133,12400,401,43600,1810,6200,695,7400
2007/2/6,2011,815,268,72600,596,12100,282,42300,995,6000,500,7200
2007/2/7,2012,539,115,91400,655,15200,250,53300,1133,7600,627,9100
2007/2/8,2013,874,273,73800,612,12300,260,43000,1128,6100,385,7300
2007/2/9,2014,008,205,104100,230,34700,167,69400,332,17300,437,10400
2007/2/12,2015,842,133,88300,1012,14700,227,51500,1608,7300,568,8800
2007/2/13,2016,268,129,85700,614,14200,275,49900,1121,7100,407,8500
2007/2/14,2017,315,246,54500,867,9000,443,31700,1636,4500,382,5400
2007/2/15,2018,453,145,80300,757,13300,248,46800,1369,6600,1019,8000
2007/2/16,2019,519,239,75200,605,12500,364,43800,1218,6200,458,7500
2007/2/19,2020,449,146,110200,341,36700,253,73400,498,18300,638,11000
2007/2/20,2021,027,95,101200,536,16800,199,59000,1108,8400,689,10100
2007/2/21,2022,240,83,102500,597,17000,198,59700,1341,8500,396,10200
2007/2/22,2023,705,182,94000,395,15600,288,54800,754,7800,348,9400
2007/2/23,2024,939,104,122500,258,40800,150,81600,345,20400,563,12200
2007/2/26,2025,964,157,94000,879,15600,253,54800,1671,7800,694,9400
2007/2/27,2026,160,75,134900,464,22400,155,78600,955,11200,276,13400
2007/2/28,2027,172,134,92600,678,15400,191,54000,1400,7700,502,9200
2007/3/1,2028,378,183,71300,759,11800,343,41500,1502,5900,557,7100
2007/3/2,2029,308,171,80600,570,13400,384,47000,1202,6700,507,8000
2007/3/5,2030,321,257,70200,1151,11700,377,40900,1678,5800,651,7000
2007/3/6,2031,477,104,114000,217,38000,162,76000,348,19000,738,11400
2007/3/7,2032,974,112,92300,611,15300,186,53800,1490,7600,520,9200
2007/3/8,2033,417,217,61800,823,10300,446,36000,1594,5100,482,6100
2007/3/9,2034,938,126,91500,635,15200,236,53300,1387,7600,666,9100
2007/3/12,2035,415,313,69600,794,11600,412,40600,1221,5800,741,6900
2007/3/13,2036,403,87,127200,397,21200,171,74200,835,10600,361,12700
2007/3/14,2037,971,117,115400,418,19200,150,67300,1077,9600,381,11500
2007/3/15,2038,977,160,91600,300,30500,220,61000,377,15200,503,9100
2007/3/16,2039,231,117,108500,684,18000,127,63200,1286,9000,478,10800
2007/3/19,2040,732,144,90000,977,15000,246,52500,1861,7500,609,9000
2007/3/20,2041,149,187,77300,632,12800,235,45000,1334,6400,570,7700
2007/3/21,2042,550,89,115600,226,38500,130,77000,343,19200,480,11500
2007/3/22,2043,334,90,137300,192,45700,129,91500,299,22800,444,13700
2007/3/23,2044,034,89,117400,593,19500,151,68400,1251,9700,435,11700
2007/3/26,2045,632,186,63300,1688,10500,298,36900,2963,5200,618,6300
2007/3/27,2046,707,73,155500,167,51800,141,103600,219,25900,308,15500
2007/3/28,2047,001,84,178300,135,59400,94,118800,200,29700,366,17800
2007/3/29,2048,984,83,115900,466,19300,164,67600,1037,9600,510,11500
2007/3/30,2049,771,85,131600,220,43800,159,87700,402,21900,399,13100
2007/4/2,2050,746,181,86400,730,14400,303,50400,1212,7200,1088,8600
2007/4/3,2051,330,242,63700,354,21200,340,42400,409,10600,456,6300
2007/4/4,2052,121,162,77700,304,25900,246,51800,487,12900,474,7700
2007/4/5,2053,368,171,72300,665,12000,325,42100,1436,6000,428,7200
2007/4/6,2054,379,138,84600,608,14100,309,49300,1151,7000,452,8400
2007/4/9,2055,266,130,115300,363,38400,178,76800,412,19200,659,11500
2007/4/10,2056,646,95,122000,181,40600,164,81300,301,20300,449,12200
2007/4/11,2057,165,125,94500,530,15700,195,55100,1200,7800,462,9400
2007/4/12,2058,715,168,68400,729,11400,336,39900,1434,5700,545,6800
2007/4/13,2059,183,132,81600,771,13600,238,47600,1746,6800,646,8100
2007/4/16,2060,223,212,85600,391,28500,319,57000,414,14200,661,8500
2007/4/17,2061,974,102,93600,450,15600,202,54600,1167,7800,809,9300
2007/4/18,2062,621,140,84300,624,14000,218,49100,1356,7000,407,8400
2007/4/19,2063,519,157,82400,521,13700,318,48000,889,6800,608,8200
2007/4/20,2064,926,177,64900,848,10800,421,37800,1643,5400,612,6400
2007/4/23,2065,301,149,102200,767,17000,273,59600,1358,8500,386,10200
2007/4/24,2066,456,152,83000,532,13800,320,48400,858,6900,500,8300
2007/4/25,2067,123,362,43200,971,7200,651,25200,1593,3600,587,4300
2007/4/26,2068,157,141,103100,535,17100,187,60100,1126,8500,409,10300
2007/4/27,2069,306,144,90900,593,15100,317,53000,1211,7500,383,9000
2007/4/30,2070,701,137,114000,517,19000,221,66500,964,9500,422,11400
2007/5/1,2071,654,146,97700,548,16200,177,56900,985,8100,517,9700
2007/5/2,2072,399,92,119900,223,39900,139,79900,267,19900,1119,11900
2007/5/3,2073,231,113,63900,1055,10600,212,37200,2171,5300,676,6300
2007/5/4,2074,172,99,104700,514,17400,160,61000,1109,8700,512,10400
2007/5/7,2075,302,233,85800,799,14300,349,50000,1162,7100,484,8500
2007/5/8,2076,827,204,75400,546,12500,314,43900,1086,6200,548,7500
2007/5/9,2077,936,114,74800,806,12400,277,43600,1655,6200,570,7400
2007/5/10,2078,466,87,133400,193,44400,147,88900,288,22200,457,13300
2007/5/11,2079,725,180,70100,778,11600,377,40800,1399,5800,552,7000
2007/5/14,2080,594,172,99100,668,16500,267,57800,1391,8200,419,9900
2007/5/15,2081,716,148,84800,515,14100,246,49400,970,7000,702,8400
2007/5/16,2082,178,161,84500,561,14000,257,49200,1111,7000,479,8400
2007/5/17,2083,544,78,131500,231,43800,114,87600,332,21900,635,13100
2007/5/18,2084,826,185,72800,715,12100,348,42400,1273,6000,707,7200
2007/5/21,2085,522,376,57800,521,19200,490,38500,570,9600,790,5700
2007/5/22,2086,803,117,103400,544,17200,173,60300,1104,8600,403,10300
2007/5/23,2087,821,175,74400,644,12400,272,43400,1425,6200,505,7400
2007/5/24,2088,407,125,103500,486,17200,225,60300,812,8600,350,10300
2007/5/25,2089,353,102,100100,329,33300,172,66700,496,16600,464,10000
2007/5/28,2090,642,171,76500,1265,12700,279,44600,2087,6300,657,7600
2007/5/29,2091,428,205,65200,700,10800,370,38000,1187,5400,640,6500
2007/5/30,2092,156,141,94100,529,15600,203,54800,1190,7800,422,9400
2007/5/31,2093,386,133,78600,738,13100,295,45800,1598,6500,477,7800
2007/6/1,2094,392,124,95400,679,15900,229,55600,1480,7900,463,9500
2007/6/4,2095,242,128,118900,376,39600,143,79200,572,19800,557,11800
2007/6/5,2096,556,111,103500,281,34500,196,69000,357,17200,551,10300
2007/6/6,2097,045,86,117800,421,19600,194,68700,881,9800,476,11700
2007/6/7,2098,405,200,87400,455,14500,238,50900,855,7200,374,8700
2007/6/8,2099,032,66,136400,462,22700,106,79500,1055,11300,600,13600
2007/6/11,2100,642,182,69100,1317,11500,300,40300,2116,5700,868,6900
2007/6/12,2101,135,193,55000,988,9100,382,32000,1959,4500,542,5500
2007/6/13,2102,560,98,107000,405,17800,202,62400,914,8900,479,10700
2007/6/14,2103,989,94,91900,229,30600,178,61200,344,15300,1226,9100
2007/6/15,2104,236,201,65600,871,10900,351,38200,1795,5400,674,6500
2007/6/18,2105,222,647,65600,764,10900,351,38200,1795,5400,674,6500
2007/6/19,2106,584,73,126200,435,21000,163,73600,939,10500,329,12600
2007/6/20,2107,791,96,93800,608,15600,211,54700,1343,7800,465,9300
2007/6/21,2108,106,136,91200,506,15200,286,53200,899,7600,401,9100
2007/6/22,2109,757,65,131700,233,43900,150,87800,323,21900,456,13100
2007/6/25,2110,859,91,138600,497,23100,172,80800,1069,11500,591,13800
2007/6/26,2111,925,150,70600,647,11700,367,41100,1267,5800,586,7000
2007/6/27,2112,482,116,80500,752,13400,230,46900,1474,6700,685,8000
2007/6/28,2113,278,123,88600,571,14700,249,51600,1133,7300,635,8800
2007/6/29,2114,453,123,99400,635,16500,201,57900,1171,8200,454,9900
2007/7/2,2115,447,175,101300,338,33700,250,67500,383,16800,716,10100
2007/7/3,2116,656,109,110200,221,36700,184,73400,293,18300,634,11000
2007/7/4,2117,012,103,96800,475,16100,235,56400,951,8000,582,9600
2007/7/5,2118,055,115,109900,252,36600,112,73200,360,18300,903,10900
2007/7/6,2119,128,208,69200,594,11500,410,40300,1190,5700,544,6900
2007/7/9,2120,591,115,119500,704,19900,184,69700,1406,9900,371,11900
2007/7/10,2121,170,76,90600,838,15100,146,52800,1683,7500,483,9000
2007/7/11,2122,778,97,111000,226,37000,186,74000,359,18500,470,11100
2007/7/12,2123,586,93,111600,490,18600,173,65100,1046,9300,410,11100
2007/7/13,2124,867,119,90700,586,15100,235,52900,1281,7500,583,9000
2007/7/16,2125,864,120,107100,645,17800,166,62400,1189,8900,434,10700
2007/7/17,2126,398,147,94500,452,15700,220,55100,857,7800,417,9400
2007/7/18,2127,752,101,81700,813,13600,193,47600,1588,6800,615,8100
2007/7/19,2128,600,102,133700,156,44500,124,89100,199,22200,675,13300
2007/7/20,2129,089,150,78500,686,13000,241,45700,1516,6500,515,7800
2007/7/23,2130,857,138,91800,800,15300,257,53500,1423,7600,569,9100
2007/7/24,2131,287,109,94000,606,15600,148,54800,1172,7800,531,9400
2007/7/25,2132,938,94,102000,479,17000,183,59500,1066,8500,712,10200
2007/7/26,2133,818,161,80600,283,26800,268,53700,361,13400,588,8000
2007/7/27,2134,391,107,96900,584,16100,203,56500,1416,8000,348,9600
2007/7/30,2135,254,116,92500,761,15400,241,53900,1643,7700,545,9200
2007/7/31,2136,971,70,115300,518,19200,150,67200,1105,9600,422,11500
2007/8/1,2137,931,81,111400,493,18500,160,64900,1057,9200,465,11100
2007/8/2,2138,498,89,115900,425,19300,176,67600,858,9600,365,11500
2007/8/3,2139,509,141,79300,554,13200,329,46200,990,6600,702,7900
2007/8/6,2140,318,224,68100,887,11300,397,39700,1720,5600,533,6800
2007/8/7,2141,081,66,123100,513,20500,119,71800,1027,10200,378,12300
2007/8/8,2142,112,124,85700,296,28500,232,57100,406,14200,364,8500
2007/8/9,2143,987,106,73600,747,12200,274,42900,1510,6100,345,7300
2007/8/10,2144,189,208,41100,1246,6800,636,23900,2533,3400,515,4100
2007/8/13,2145,700,53,157400,167,52400,133,104900,261,26200,573,15700
2007/8/14,2146,035,100,107500,376,17900,120,62700,762,8900,385,10700
2007/8/15,2147,478,101,82900,536,13800,228,48300,1051,6900,654,8200
2007/8/16,2148,822,138,85500,274,28500,228,57000,323,14200,510,8500
2007/8/17,2149,703,145,79600,487,13200,362,46400,969,6600,396,7900
2007/8/20,2150,975,89,125300,517,20800,167,73000,1026,10400,722,12500
2007/8/21,2151,912,120,83000,621,13800,238,48400,1284,6900,409,8300
2007/8/22,2152,730,90,114600,408,19100,161,66800,878,9500,358,11400
2007/8/23,2153,152,91,95400,627,15900,173,55600,1467,7900,384,9500
2007/8/24,2154,830,143,89900,590,14900,265,52400,1179,7400,304,8900
2007/8/27,2155,494,82,146200,269,48700,154,97400,372,24300,479,14600
2007/8/28,2156,239,94,95100,566,15800,187,55400,1297,7900,472,9500
2007/8/29,2157,678,141,77100,512,12800,327,44900,812,6400,807,7700
2007/8/30,2158,585,160,73600,325,24500,191,49000,470,12200,1188,7300
2007/8/31,2159,387,108,87900,614,14600,253,51200,1438,7300,520,8700
2007/9/3,2160,353,150,94100,446,31300,253,62700,441,15600,631,9400
2007/9/4,2161,626,124,91900,258,30600,213,61200,316,15300,702,9100
2007/9/5,2162,677,99,117600,213,39200,131,78400,353,19600,511,11700
2007/9/6,2163,571,72,94200,596,15700,240,54900,1314,7800,318,9400
2007/9/7,2164,150,97,118100,473,19600,133,68800,1070,9800,399,11800
2007/9/10,2165,400,214,88700,309,29500,261,59100,390,14700,770,8800
2007/9/11,2166,092,72,105600,468,17600,188,61600,1042,8800,511,10500
2007/9/12,2167,198,136,61800,802,10300,349,36000,1737,5100,563,6100
2007/9/13,2168,169,88,96200,479,16000,207,56100,1039,8000,698,9600
2007/9/14,2169,618,151,73600,647,12200,352,42900,1227,6100,540,7300
2007/9/17,2170,755,125,92000,373,30600,190,61300,427,15300,763,9200
2007/9/18,2171,233,98,100700,217,33500,120,67100,368,16700,971,10000
2007/9/19,2172,673,79,101500,507,16900,179,59200,1028,8400,543,10100
2007/9/20,2173,145,110,94200,465,15700,189,54900,1020,7800,718,9400
2007/9/21,2174,461,97,92500,584,15400,238,53900,1221,7700,420,9200
2007/9/24,2175,938,109,103400,589,17200,191,60300,1091,8600,605,10300
2007/9/25,2176,762,86,99000,580,16500,172,57700,1119,8200,481,9900
2007/9/26,2177,691,80,112200,467,18700,180,65400,1055,9300,386,11200
2007/9/27,2178,842,102,96200,655,16000,138,56100,1309,8000,537,9600
2007/9/28,2179,009,140,105400,237,35100,165,70200,339,17500,524,10500
2007/10/1,2180,644,98,122600,273,40800,178,81700,350,20400,735,12200
2007/10/2,2181,809,82,103400,558,17200,193,60300,1157,8600,275,10300
2007/10/3,2182,958,84,113800,380,18900,139,66300,801,9400,766,11300
2007/10/4,2183,863,143,66800,778,11100,282,38900,1831,5500,530,6600
2007/10/5,2184,236,131,72800,751,12100,302,42400,1459,6000,679,7200
2007/10/8,2185,525,184,87800,313,29200,241,58500,323,14600,678,8700
2007/10/9,2186,744,107,123800,191,41200,103,82500,251,20600,443,12300
2007/10/10,2187,884,97,113600,219,37800,172,75700,270,18900,402,11300
2007/10/11,2188,785,93,97800,573,16300,175,57000,1284,8100,395,9700
2007/10/12,2189,561,85,106600,511,17700,190,62100,1163,8800,373,10600
2007/10/15,2190,278,158,79800,802,13300,310,46500,1318,6600,1190,7900
2007/10/16,2191,864,141,83900,654,13900,218,48900,1161,6900,370,8300
2007/10/17,2192,757,112,86600,341,28800,202,57700,482,14400,645,8600
2007/10/18,2193,832,115,82100,630,13600,229,47800,1365,6800,711,8200
2007/10/19,2194,966,102,102400,269,34100,171,68200,380,17000,711,10200
2007/10/22,2195,604,111,121900,515,20300,213,71100,983,10100,521,12100
2007/10/23,2196,171,102,104700,304,34900,120,69800,488,17400,333,10400
2007/10/24,2197,391,113,90400,560,15000,187,52700,1204,7500,436,9000
2007/10/25,2198,614,130,84600,572,14100,253,49300,1065,7000,617,8400
2007/10/26,2199,685,56,108100,571,18000,178,63000,1186,9000,526,10800
2007/10/29,2200,130,161,95800,685,15900,242,55800,1156,7900,587,9500
2007/10/30,2201,079,114,105200,335,17500,188,61300,859,8700,486,10500
2007/10/31,2202,675,109,98000,579,16300,189,57100,1097,8100,461,9800
2007/11/1,2203,038,73,117800,438,19600,134,68700,924,9800,732,11700
2007/11/2,2204,254,100,97800,581,16300,210,57000,1231,8100,522,9700
2007/11/5,2205,018,97,124200,598,20700,163,72400,1071,10300,693,12400
2007/11/6,2206,928,145,74000,565,12300,309,43100,1370,6100,569,7400
